,LotSizeAcres,med/housing,address/locality,education ,identifier/attomId,edusqu,median_income,address/postal1,HSper,bachper,total,2per,perc_fs,summary/yearbuilt,mastper,building/rooms/bathstotal,population,building/rooms/beds,sale/amount/saleamt
222,0.1102,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1922,3.076480736055204,1.0,24838.0,2,17000
223,0.10099999999999999,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1928,3.076480736055204,1.0,24838.0,2,52500
224,0.1102,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1919,3.076480736055204,1.0,24838.0,2,52000
225,0.1917,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1908,3.076480736055204,2.0,24838.0,3,42000
226,0.0839,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1927,3.076480736055204,1.0,24838.0,3,40000
227,0.2293,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1947,3.076480736055204,1.0,24838.0,3,47500
228,0.1263,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1924,3.076480736055204,1.0,24838.0,4,83000
229,0.124,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1965,3.076480736055204,2.0,24838.0,2,86000
230,0.1056,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1955,3.076480736055204,2.0,24838.0,2,14000
231,0.10099999999999999,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1928,3.076480736055204,2.0,24838.0,3,113000
232,0.1271,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1918,3.076480736055204,1.0,24838.0,3,26500
233,0.1377,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1909,3.076480736055204,1.0,24838.0,3,48000
234,0.1722,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1954,3.076480736055204,1.0,24838.0,3,76000
235,0.1539,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1919,3.076480736055204,2.0,24838.0,3,49500
236,0.1327,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1918,3.076480736055204,2.0,24838.0,4,59000
237,0.2066,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1920,3.076480736055204,3.0,24838.0,5,20000
238,0.132,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1959,3.076480736055204,1.0,24838.0,3,97000
239,0.0735,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1918,3.076480736055204,1.0,24838.0,2,37950
240,0.1915,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1999,3.076480736055204,3.0,24838.0,3,149000
241,0.1297,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1924,3.076480736055204,2.0,24838.0,2,17000
242,0.1364,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1913,3.076480736055204,3.0,24838.0,3,48000
243,0.10099999999999999,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1943,3.076480736055204,2.0,24838.0,4,78000
244,0.1722,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1952,3.076480736055204,1.0,24838.0,4,54000
245,0.1837,68400,Akron,4,,16,34277,44310,32.98447383553766,9.994249568717654,36.8,21.277880666720346,32.72856274072573,1961,3.076480736055204,2.0,24838.0,3,22726
266,0.3214,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1950,3.5967007707215934,1.0,31074.0,2,84000
267,0.1111,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1999,3.5967007707215934,2.0,31074.0,3,112500
268,0.1194,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1962,3.5967007707215934,1.0,31074.0,3,130000
269,0.1102,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1971,3.5967007707215934,1.0,31074.0,3,48000
270,0.0961,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1926,3.5967007707215934,2.0,31074.0,3,125000
271,0.1653,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1998,3.5967007707215934,2.0,31074.0,4,66000
272,0.6315,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1954,3.5967007707215934,1.0,31074.0,3,81000
274,0.075,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,2005,3.5967007707215934,3.0,31074.0,3,136500
275,0.1607,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1959,3.5967007707215934,1.0,31074.0,3,30720
276,0.1047,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1961,3.5967007707215934,2.0,31074.0,4,127000
277,0.1694,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1957,3.5967007707215934,1.0,31074.0,3,92000
278,0.1894,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1957,3.5967007707215934,2.0,31074.0,3,149000
279,0.3719,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1931,3.5967007707215934,1.0,31074.0,3,125000
280,0.2089,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1958,3.5967007707215934,1.0,31074.0,3,44100
281,0.6518,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1987,3.5967007707215934,2.0,31074.0,3,129900
282,0.5693,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1955,3.5967007707215934,1.0,31074.0,3,129900
283,0.1102,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1921,3.5967007707215934,1.0,31074.0,3,15000
284,0.1791,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1995,3.5967007707215934,3.0,31074.0,3,197000
285,0.4855,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1954,3.5967007707215934,3.0,31074.0,3,164900
286,0.1664,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1940,3.5967007707215934,1.0,31074.0,2,86500
287,0.1446,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1954,3.5967007707215934,1.0,31074.0,2,100000
288,0.1607,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1950,3.5967007707215934,1.0,31074.0,3,73500
289,0.2149,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1951,3.5967007707215934,2.0,31074.0,3,15000
290,0.0872,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1919,3.5967007707215934,1.0,31074.0,3,63000
291,0.1607,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1953,3.5967007707215934,1.0,31074.0,3,82500
292,0.1102,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1924,3.5967007707215934,2.0,31074.0,4,81000
293,0.1102,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1949,3.5967007707215934,1.0,31074.0,1,71000
294,0.2342,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,2002,3.5967007707215934,3.0,31074.0,3,142000
295,0.3967,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1998,3.5967007707215934,4.0,31074.0,3,395100
296,0.5693,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1953,3.5967007707215934,1.0,31074.0,3,40000
297,0.0999,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1923,3.5967007707215934,1.0,31074.0,4,15100
298,0.3343,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1927,3.5967007707215934,1.0,31074.0,3,80500
299,0.391,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1987,3.5967007707215934,2.0,31074.0,3,151000
300,0.1182,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1952,3.5967007707215934,1.0,31074.0,2,74000
301,0.4419,97500,Akron,5,,25,47393,44312,36.30955063776085,11.984495425249019,43.2,2.4843920962862844,13.484757017808633,1956,3.5967007707215934,1.0,31074.0,2,79000
302,0.47,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1973,6.087691750211379,3.0,22292.0,3,16000
304,0.5142,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1993,6.087691750211379,4.0,22292.0,4,280000
305,0.1148,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1928,6.087691750211379,1.0,22292.0,2,20000
306,0.2858,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1971,6.087691750211379,3.0,22292.0,3,205000
307,0.2904,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1943,6.087691750211379,2.0,22292.0,3,169900
308,0.1148,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1930,6.087691750211379,2.0,22292.0,2,28000
309,0.2755,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1957,6.087691750211379,2.0,22292.0,3,95382
310,0.0803,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1998,6.087691750211379,2.0,22292.0,3,159000
311,0.4821,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1962,6.087691750211379,2.0,22292.0,3,206000
312,0.4013,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1953,6.087691750211379,1.0,22292.0,3,148500
313,0.2603,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1957,6.087691750211379,1.0,22292.0,2,330000
314,0.4798,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1967,6.087691750211379,2.0,22292.0,3,143000
315,0.0918,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1932,6.087691750211379,1.0,22292.0,2,117500
316,0.9583,144000,Coventry Township,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1950,6.087691750211379,1.0,22292.0,3,156000
318,0.1171,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1932,6.087691750211379,1.0,22292.0,3,300000
319,0.4164,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1942,6.087691750211379,3.0,22292.0,3,100100
320,0.3995,144000,Akron,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1928,6.087691750211379,1.0,22292.0,3,49400
321,0.5657,144000,New Franklin,8,,64,62266,44319,31.924145428191807,20.78149534967991,45.2,1.8302530055625335,6.378108417438352,1961,6.087691750211379,2.0,22292.0,3,137000
331,0.1488,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1950,6.94359216426717,2.0,29433.0,4,146950
332,0.155,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1930,6.94359216426717,2.0,29433.0,2,122000
333,0.2251,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1955,6.94359216426717,1.0,29433.0,3,30000
334,0.1364,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1890,6.94359216426717,1.0,29433.0,2,20500
335,0.14,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1900,6.94359216426717,2.0,29433.0,4,128900
336,0.1769,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1979,6.94359216426717,2.0,29433.0,2,145000
337,0.10099999999999999,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1926,6.94359216426717,1.0,29433.0,3,101000
338,0.124,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1952,6.94359216426717,2.0,29433.0,3,104580
339,0.1942,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1919,6.94359216426717,2.0,29433.0,3,204500
340,0.1796,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1926,6.94359216426717,1.0,29433.0,2,89900
341,0.1377,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1956,6.94359216426717,1.0,29433.0,2,113000
342,0.1722,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1958,6.94359216426717,2.0,29433.0,3,137000
343,0.1286,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1953,6.94359216426717,2.0,29433.0,3,155000
344,0.1791,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1927,6.94359216426717,2.0,29433.0,3,199850
345,0.135,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1950,6.94359216426717,2.0,29433.0,3,121500
346,0.1377,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1948,6.94359216426717,1.0,29433.0,3,103000
347,0.0918,111700,Cuyahoga Falls,6,,36,51326,44221,29.256549445362285,20.372905357564314,37.4,2.8301566269153673,10.081867798665858,1918,6.94359216426717,1.0,29433.0,3,79900
350,0.1568,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2005,10.54587024864247,2.0,38716.0,3,87500
353,0.5217,164100,Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2005,10.54587024864247,4.0,38716.0,4,425000
355,0.7609999999999999,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1953,10.54587024864247,1.0,38716.0,2,96000
356,0.3329,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1989,10.54587024864247,4.0,38716.0,4,284900
357,0.3444,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1970,10.54587024864247,2.0,38716.0,3,152000
359,0.2066,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1987,10.54587024864247,3.0,38716.0,3,133000
360,0.4591,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2018,10.54587024864247,3.0,38716.0,4,498500
361,0.5051,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1975,10.54587024864247,3.0,38716.0,4,223000
362,0.3107,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1996,10.54587024864247,3.0,38716.0,3,232500
363,0.3485,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2003,10.54587024864247,3.0,38716.0,3,279900
364,0.4146,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1954,10.54587024864247,2.0,38716.0,2,103500
365,0.1643,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1959,10.54587024864247,1.0,38716.0,3,106500
366,0.49,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1966,10.54587024864247,2.0,38716.0,3,115000
367,0.4417,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2000,10.54587024864247,3.0,38716.0,5,314900
370,0.7432,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1952,10.54587024864247,3.0,38716.0,3,194500
371,0.4591,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2018,10.54587024864247,2.0,38716.0,3,85500
372,0.3444,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1992,10.54587024864247,3.0,38716.0,4,266000
374,0.4591,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1964,10.54587024864247,2.0,38716.0,3,168000
375,0.5681,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2002,10.54587024864247,5.0,38716.0,4,483400
377,0.6749,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2001,10.54587024864247,5.0,38716.0,4,385000
378,0.4591,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1959,10.54587024864247,2.0,38716.0,3,146500
380,0.3134,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2018,10.54587024864247,2.0,38716.0,3,119000
382,0.359,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,2011,10.54587024864247,4.0,38716.0,5,325000
384,0.1921,164100,North Canton,10,,100,65131,44720,26.378965418691052,22.620748785367248,44.2,1.1545614216344664,7.366839832258871,1960,10.54587024864247,1.0,38716.0,3,126000
386,0.2925,141100,Streetsboro,6,,36,61065,44241,31.034188762895386,16.548725381532954,40.0,6.843425295592978,9.816735331723256,1960,8.653764174268906,2.0,16746.0,3,48000
387,0.26,141100,Streetsboro,6,,36,61065,44241,31.034188762895386,16.548725381532954,40.0,6.843425295592978,9.816735331723256,1997,8.653764174268906,2.0,16746.0,3,135000
388,0.46399999999999997,141100,Streetsboro,6,,36,61065,44241,31.034188762895386,16.548725381532954,40.0,6.843425295592978,9.816735331723256,2008,8.653764174268906,3.0,16746.0,4,310000
389,0.6890000000000001,141100,Streetsboro,6,,36,61065,44241,31.034188762895386,16.548725381532954,40.0,6.843425295592978,9.816735331723256,1900,8.653764174268906,2.0,16746.0,4,93334
390,0.546,141100,Streetsboro,6,,36,61065,44241,31.034188762895386,16.548725381532954,40.0,6.843425295592978,9.816735331723256,2008,8.653764174268906,4.0,16746.0,4,280000
391,0.22699999999999998,141100,Streetsboro,6,,36,61065,44241,31.034188762895386,16.548725381532954,40.0,6.843425295592978,9.816735331723256,1998,8.653764174268906,3.0,16746.0,3,228000
392,0.2204,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1956,4.3098510882016035,1.0,19459.0,3,49000
393,0.124,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1950,4.3098510882016035,2.0,19459.0,4,27900
394,0.1273,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1972,4.3098510882016035,1.0,19459.0,3,40000
395,0.107,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1921,4.3098510882016035,1.0,19459.0,3,28900
396,0.1295,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1914,4.3098510882016035,1.0,19459.0,2,14900
397,0.1553,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1920,4.3098510882016035,1.0,19459.0,3,25370
398,0.1102,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1926,4.3098510882016035,2.0,19459.0,3,8750
399,0.1515,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1944,4.3098510882016035,1.0,19459.0,3,33000
400,0.0895,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1950,4.3098510882016035,1.0,19459.0,3,39930
401,0.1322,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1983,4.3098510882016035,2.0,19459.0,3,85000
402,0.3539,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1922,4.3098510882016035,5.0,19459.0,5,45000
403,0.155,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1916,4.3098510882016035,1.0,19459.0,3,27500
404,0.1997,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1956,4.3098510882016035,1.0,19459.0,3,40000
405,0.2479,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1939,4.3098510882016035,1.0,19459.0,2,80000
406,0.1251,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1949,4.3098510882016035,1.0,19459.0,2,70000
407,0.1028,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1919,4.3098510882016035,1.0,19459.0,3,24500
408,0.1102,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1943,4.3098510882016035,1.0,19459.0,1,19000
409,0.1439,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1924,4.3098510882016035,1.0,19459.0,4,16500
