,LotSizeAcres,med/housing,address/locality,education ,identifier/attomId,edusqu,median_income,address/postal1,HSper,bachper,total,2per,perc_fs,summary/yearbuilt,mastper,building/rooms/bathstotal,population,building/rooms/beds,sale/amount/saleamt
410,0.4039,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1941,4.3098510882016035,2.0,19459.0,3,164000
411,0.135,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1931,4.3098510882016035,1.0,19459.0,3,40000
412,0.1515,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1927,4.3098510882016035,1.0,19459.0,3,52500
413,0.1102,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1928,4.3098510882016035,1.0,19459.0,3,23110
414,0.157,75600,Akron,4,,16,32294,44320,31.1426116838488,12.678980526918672,44.4,71.22154273087004,29.65906473162866,1925,4.3098510882016035,3.0,19459.0,4,90000
415,0.9840000000000001,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,1973,8.26545020093407,2.0,12769.0,4,172500
416,0.2553,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,1977,8.26545020093407,1.0,12769.0,3,137400
417,0.1615,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,2014,8.26545020093407,3.0,12769.0,3,222000
418,0.2057,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,2004,8.26545020093407,3.0,12769.0,4,226500
419,0.1091,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,2018,8.26545020093407,2.0,12769.0,3,289200
420,0.2726,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,1980,8.26545020093407,1.0,12769.0,3,135000
421,0.1557,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,2018,8.26545020093407,2.0,12769.0,3,46900
422,0.4697,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,2018,8.26545020093407,3.0,12769.0,4,44800
424,0.1377,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,1889,8.26545020093407,2.0,12769.0,3,149900
425,0.2837,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,1977,8.26545020093407,2.0,12769.0,3,116800
426,0.4729,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,1977,8.26545020093407,1.0,12769.0,3,147000
427,0.3074,151800,Canal Fulton,9,,81,63966,44614,32.04083849245139,16.54176170305203,44.3,0.6265173466990367,7.182211727666273,1971,8.26545020093407,3.0,12769.0,4,167000
428,0.15,102500,Elyria,7,,49,44238,44035,29.762398121287468,10.95915642123682,40.4,12.782357012521237,18.229012162563038,1928,4.724409448818897,1.0,63572.0,2,60000
429,0.2009,102500,Elyria,7,,49,44238,44035,29.762398121287468,10.95915642123682,40.4,12.782357012521237,18.229012162563038,2000,4.724409448818897,2.0,63572.0,3,328200
430,0.2009,102500,Elyria,7,,49,44238,44035,29.762398121287468,10.95915642123682,40.4,12.782357012521237,18.229012162563038,2000,4.724409448818897,2.0,63572.0,3,391800
431,0.11,102500,Elyria,7,,49,44238,44035,29.762398121287468,10.95915642123682,40.4,12.782357012521237,18.229012162563038,1944,4.724409448818897,1.0,63572.0,2,62000
432,0.3362,102500,Elyria,7,,49,44238,44035,29.762398121287468,10.95915642123682,40.4,12.782357012521237,18.229012162563038,2005,4.724409448818897,3.0,63572.0,3,223000
433,0.1934,102500,Elyria,7,,49,44238,44035,29.762398121287468,10.95915642123682,40.4,12.782357012521237,18.229012162563038,2002,4.724409448818897,3.0,63572.0,3,229000
434,0.1366,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1958,8.926495885443304,1.0,31507.0,3,138000
435,0.5006,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1987,8.926495885443304,1.0,31507.0,3,170900
436,0.2926,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,2017,8.926495885443304,3.0,31507.0,4,295000
437,0.25,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,2002,8.926495885443304,3.0,31507.0,4,243900
438,0.3444,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1957,8.926495885443304,1.0,31507.0,2,145000
439,0.2313,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,2015,8.926495885443304,3.0,31507.0,4,325000
440,0.39,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1992,8.926495885443304,3.0,31507.0,4,287500
441,0.25,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,2003,8.926495885443304,3.0,31507.0,3,292500
442,0.2841,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1978,8.926495885443304,1.0,31507.0,3,57000
444,0.1908,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1940,8.926495885443304,1.0,31507.0,2,65000
446,0.98,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1940,8.926495885443304,1.0,31507.0,1,125000
448,0.3029,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1965,8.926495885443304,2.0,31507.0,4,170100
449,0.99,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1887,8.926495885443304,2.0,31507.0,3,220100
450,0.33,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1995,8.926495885443304,2.0,31507.0,3,233000
451,0.1864,176200,Wadsworth,10,,100,70232,44281,23.88302571016784,25.240596959412336,39.6,1.2981242263623956,7.783267190410625,1920,8.926495885443304,1.0,31507.0,3,105000
453,0.0964,58400,Akron,4,,16,19158,44307,35.467980295566505,2.9770828871278647,33.4,82.95819935691318,53.42342342342342,1919,2.78432212465196,1.0,7464.0,2,16000
454,0.1446,58400,Akron,4,,16,19158,44307,35.467980295566505,2.9770828871278647,33.4,82.95819935691318,53.42342342342342,1965,2.78432212465196,1.0,7464.0,3,16000
455,0.2033,58400,Akron,4,,16,19158,44307,35.467980295566505,2.9770828871278647,33.4,82.95819935691318,53.42342342342342,2007,2.78432212465196,2.0,7464.0,3,28000
456,0.0331,58400,Akron,4,,16,19158,44307,35.467980295566505,2.9770828871278647,33.4,82.95819935691318,53.42342342342342,1915,2.78432212465196,1.0,7464.0,4,12000
457,0.10099999999999999,58400,Akron,4,,16,19158,44307,35.467980295566505,2.9770828871278647,33.4,82.95819935691318,53.42342342342342,1923,2.78432212465196,1.0,7464.0,3,27500
458,0.1412,58400,Akron,4,,16,19158,44307,35.467980295566505,2.9770828871278647,33.4,82.95819935691318,53.42342342342342,1957,2.78432212465196,1.0,7464.0,3,22000
460,0.25,169900,Oberlin,7,,49,57264,44074,24.06050210509902,16.716045532512087,32.8,12.738407699037621,9.948586118251928,1900,13.410260408545144,2.0,11430.0,3,119000
461,0.0961,51200,Akron,4,,16,19026,44311,22.295002426006793,5.725376031052887,23.8,40.16245487364621,41.8280665987088,1935,0.9461426491994178,1.0,8864.0,3,85000
462,0.1288,51200,Akron,4,,16,19026,44311,22.295002426006793,5.725376031052887,23.8,40.16245487364621,41.8280665987088,1916,0.9461426491994178,2.0,8864.0,2,50900
463,0.1309,51200,Akron,4,,16,19026,44311,22.295002426006793,5.725376031052887,23.8,40.16245487364621,41.8280665987088,1903,0.9461426491994178,1.0,8864.0,3,14000
464,0.0413,51200,Akron,4,,16,19026,44311,22.295002426006793,5.725376031052887,23.8,40.16245487364621,41.8280665987088,1919,0.9461426491994178,1.0,8864.0,3,24000
465,0.2409,51200,Akron,4,,16,19026,44311,22.295002426006793,5.725376031052887,23.8,40.16245487364621,41.8280665987088,1889,0.9461426491994178,2.0,8864.0,4,62000
466,0.0468,51200,Akron,4,,16,19026,44311,22.295002426006793,5.725376031052887,23.8,40.16245487364621,41.8280665987088,1904,0.9461426491994178,1.0,8864.0,4,20300
467,0.1433,51200,Akron,4,,16,19026,44311,22.295002426006793,5.725376031052887,23.8,40.16245487364621,41.8280665987088,1910,0.9461426491994178,2.0,8864.0,3,40000
468,0.1874,146000,Akron,4,,16,53833,44303,18.377288761968753,25.466151520241898,46.8,10.920213458284524,8.578708946772368,1916,15.152024189484296,2.0,7683.0,3,37000
469,0.1584,146000,Akron,4,,16,53833,44303,18.377288761968753,25.466151520241898,46.8,10.920213458284524,8.578708946772368,1929,15.152024189484296,2.0,7683.0,4,159250
470,0.36,146000,Akron,4,,16,53833,44303,18.377288761968753,25.466151520241898,46.8,10.920213458284524,8.578708946772368,1980,15.152024189484296,3.0,7683.0,3,350000
471,0.2459,146000,Akron,4,,16,53833,44303,18.377288761968753,25.466151520241898,46.8,10.920213458284524,8.578708946772368,1959,15.152024189484296,1.0,7683.0,2,185000
472,0.4532,146000,Akron,4,,16,53833,44303,18.377288761968753,25.466151520241898,46.8,10.920213458284524,8.578708946772368,1988,15.152024189484296,3.0,7683.0,4,505000
473,0.2117,146000,Akron,4,,16,53833,44303,18.377288761968753,25.466151520241898,46.8,10.920213458284524,8.578708946772368,1909,15.152024189484296,2.0,7683.0,3,140000
474,0.1286,146000,Chippewa Lake,7,,49,55500,44215,38.35103060587133,13.991255465334165,41.1,0.7943512797881729,9.453302961275627,1954,4.4347282948157405,1.0,2266.0,3,159500
475,0.0692,146000,Chippewa Lake,7,,49,55500,44215,38.35103060587133,13.991255465334165,41.1,0.7943512797881729,9.453302961275627,1959,4.4347282948157405,1.0,2266.0,3,122000
478,0.2697,146200,Doylestown,10,,100,57449,44230,35.00903564974536,15.45917529160506,43.9,0.9882571793977444,6.155632984901278,1946,7.442089699359291,2.0,8601.0,3,114900
479,0.32,146200,Doylestown,10,,100,57449,44230,35.00903564974536,15.45917529160506,43.9,0.9882571793977444,6.155632984901278,1874,7.442089699359291,2.0,8601.0,3,118000
480,0.3788,146200,Doylestown,10,,100,57449,44230,35.00903564974536,15.45917529160506,43.9,0.9882571793977444,6.155632984901278,1965,7.442089699359291,3.0,8601.0,3,159000
481,0.303,146200,Doylestown,10,,100,57449,44230,35.00903564974536,15.45917529160506,43.9,0.9882571793977444,6.155632984901278,1998,7.442089699359291,2.0,8601.0,3,208000
482,0.4649,146200,Doylestown,10,,100,57449,44230,35.00903564974536,15.45917529160506,43.9,0.9882571793977444,6.155632984901278,1976,7.442089699359291,3.0,8601.0,2,149000
483,0.1286,108300,Lakemore,5,,25,46128,44250,44.0460947503201,3.4571062740076828,47.6,14.636283961437336,24.830699774266364,2002,0.0,2.0,1141.0,3,139500
484,0.1056,108300,Lakemore,5,,25,46128,44250,44.0460947503201,3.4571062740076828,47.6,14.636283961437336,24.830699774266364,2000,0.0,3.0,1141.0,3,61500
485,0.61,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,1999,4.960274855056904,3.0,33531.0,3,201000
486,0.1194,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,1955,4.960274855056904,2.0,33531.0,3,130000
489,0.2663,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,1890,4.960274855056904,3.0,33531.0,5,85000
491,0.297,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,2005,4.960274855056904,3.0,33531.0,3,175000
494,0.53,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,1999,4.960274855056904,3.0,33531.0,4,230000
495,0.2507,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,1959,4.960274855056904,1.0,33531.0,3,47000
496,0.115,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,1940,4.960274855056904,1.0,33531.0,2,49000
497,0.0895,117600,Ravenna,6,,36,47302,44266,39.29138930642044,11.415074082027056,40.8,3.5966717366019503,19.451911589008365,1955,4.960274855056904,1.0,33531.0,3,51400
498,0.2755,121900,Rittman,9,,81,50667,44270,42.52486094724423,11.832125400303388,41.7,0.7233065442020666,14.00304414003044,1967,3.050733187257711,2.0,8710.0,3,150000
500,0.1215,121900,Rittman,9,,81,50667,44270,42.52486094724423,11.832125400303388,41.7,0.7233065442020666,14.00304414003044,1927,3.050733187257711,2.0,8710.0,2,60000
501,0.1722,121900,Rittman,9,,81,50667,44270,42.52486094724423,11.832125400303388,41.7,0.7233065442020666,14.00304414003044,1985,3.050733187257711,1.0,8710.0,2,46500
502,0.2017,121900,Rittman,9,,81,50667,44270,42.52486094724423,11.832125400303388,41.7,0.7233065442020666,14.00304414003044,1956,3.050733187257711,3.0,8710.0,3,90000
503,0.5698,121900,Rittman,9,,81,50667,44270,42.52486094724423,11.832125400303388,41.7,0.7233065442020666,14.00304414003044,1958,3.050733187257711,4.0,8710.0,6,307500
504,0.2273,121900,Rittman,9,,81,50667,44270,42.52486094724423,11.832125400303388,41.7,0.7233065442020666,14.00304414003044,1949,3.050733187257711,1.0,8710.0,3,125000
505,0.2424,152300,Mogadore,6,,36,60907,44260,40.80404170697625,17.542728152208966,43.8,0.02215166506682419,6.453511180855237,1955,4.815650865312264,1.0,13543.0,2,140000
506,0.1791,152300,Mogadore,6,,36,60907,44260,40.80404170697625,17.542728152208966,43.8,0.02215166506682419,6.453511180855237,1993,4.815650865312264,3.0,13543.0,3,167000
508,0.4028,152300,Mogadore,6,,36,60907,44260,40.80404170697625,17.542728152208966,43.8,0.02215166506682419,6.453511180855237,1971,4.815650865312264,2.0,13543.0,4,159900
509,0.2014,152300,Mogadore,6,,36,60907,44260,40.80404170697625,17.542728152208966,43.8,0.02215166506682419,6.453511180855237,1960,4.815650865312264,1.0,13543.0,3,120000
512,0.4729,235200,Aurora,10,,100,86414,44202,17.95127511041459,31.970366149024077,45.4,4.649431846375229,5.317104420243433,1958,13.762644251317852,2.0,20153.0,3,155000
513,0.4025,235200,Aurora,10,,100,86414,44202,17.95127511041459,31.970366149024077,45.4,4.649431846375229,5.317104420243433,1971,13.762644251317852,3.0,20153.0,4,220000
514,0.4591,235200,Aurora,10,,100,86414,44202,17.95127511041459,31.970366149024077,45.4,4.649431846375229,5.317104420243433,1953,13.762644251317852,2.0,20153.0,3,215000
515,0.41,235200,Aurora,10,,100,86414,44202,17.95127511041459,31.970366149024077,45.4,4.649431846375229,5.317104420243433,2000,13.762644251317852,3.0,20153.0,4,435000
516,0.637,235200,Aurora,10,,100,86414,44202,17.95127511041459,31.970366149024077,45.4,4.649431846375229,5.317104420243433,2018,13.762644251317852,4.0,20153.0,4,460000
517,0.2009,235200,Aurora,10,,100,86414,44202,17.95127511041459,31.970366149024077,45.4,4.649431846375229,5.317104420243433,1976,13.762644251317852,2.0,20153.0,3,127000
519,0.1791,235200,Aurora,10,,100,86414,44202,17.95127511041459,31.970366149024077,45.4,4.649431846375229,5.317104420243433,1955,13.762644251317852,1.0,20153.0,2,86000
520,0.3671,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1955,9.392479370881098,3.0,24479.0,3,135255
521,0.4035,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1930,9.392479370881098,3.0,24479.0,4,269000
522,0.1515,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1961,9.392479370881098,1.0,24479.0,3,130000
523,0.1894,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1951,9.392479370881098,1.0,24479.0,4,133000
524,0.4408,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1965,9.392479370881098,3.0,24479.0,4,280000
525,0.2101,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1941,9.392479370881098,2.0,24479.0,3,209900
526,0.2617,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1947,9.392479370881098,3.0,24479.0,4,190000
527,0.3274,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1958,9.392479370881098,3.0,24479.0,4,297000
528,0.2872,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1928,9.392479370881098,1.0,24479.0,3,117000
529,0.2094,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1956,9.392479370881098,2.0,24479.0,3,119500
530,0.2909,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1936,9.392479370881098,3.0,24479.0,4,315000
531,0.3259,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1978,9.392479370881098,3.0,24479.0,4,265500
532,0.7059,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1941,9.392479370881098,4.0,24479.0,4,270000
533,0.1591,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1941,9.392479370881098,2.0,24479.0,4,168200
534,0.2101,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1938,9.392479370881098,3.0,24479.0,3,209000
535,0.2369,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1952,9.392479370881098,2.0,24479.0,2,100000
536,0.2996,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1953,9.392479370881098,2.0,24479.0,3,137540
537,0.2223,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1958,9.392479370881098,2.0,24479.0,4,179000
538,0.2687,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1955,9.392479370881098,1.0,24479.0,3,33000
539,0.1653,149300,Akron,4,,16,56316,44313,19.028631555629396,32.203577559949046,41.1,23.203562237019487,11.813186813186812,1949,9.392479370881098,3.0,24479.0,3,147500
585,0.2755,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1977,13.192660550458715,2.0,39168.0,4,210000
586,0.6566,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1975,13.192660550458715,3.0,39168.0,4,257500
587,0.2758,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1959,13.192660550458715,1.0,39168.0,3,117500
588,0.3678,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1970,13.192660550458715,3.0,39168.0,3,172500
589,0.2768,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1977,13.192660550458715,3.0,39168.0,4,175000
590,0.3489,170400,Silver Lake,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1961,13.192660550458715,3.0,39168.0,3,175000
591,0.5399,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1997,13.192660550458715,2.0,39168.0,3,240100
592,0.5659,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1999,13.192660550458715,3.0,39168.0,3,270000
593,0.5312,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1956,13.192660550458715,4.0,39168.0,3,295500
594,0.1997,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,2002,13.192660550458715,2.0,39168.0,3,36000
595,0.2521,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1958,13.192660550458715,2.0,39168.0,3,160000
596,0.3416,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1993,13.192660550458715,3.0,39168.0,4,410000
597,0.528,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1972,13.192660550458715,3.0,39168.0,4,230000
598,0.2583,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1972,13.192660550458715,1.0,39168.0,3,142100
599,0.2821,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1960,13.192660550458715,1.0,39168.0,3,150000
600,0.2583,170400,Silver Lake,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1958,13.192660550458715,3.0,39168.0,3,205500
601,0.4591,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1972,13.192660550458715,3.0,39168.0,3,300000
602,0.2212,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,2008,13.192660550458715,4.0,39168.0,3,251900
603,0.24100000000000002,170400,Stow,8,,64,67184,44224,21.629357798165138,29.137614678899084,40.0,5.2619485294117645,7.4866310160427805,1960,13.192660550458715,1.0,39168.0,3,95000
604,0.83,129900,Norwalk,6,,36,48456,44857,39.46225571592796,10.180099629582323,39.2,2.744293408566299,15.417286047993203,1953,5.549878656277941,1.0,23394.0,3,50000
605,0.2115,129900,Norwalk,6,,36,48456,44857,39.46225571592796,10.180099629582323,39.2,2.744293408566299,15.417286047993203,1957,5.549878656277941,1.0,23394.0,3,146000
606,0.1469,129900,Norwalk,6,,36,48456,44857,39.46225571592796,10.180099629582323,39.2,2.744293408566299,15.417286047993203,1910,5.549878656277941,2.0,23394.0,4,102000
607,0.2,129900,Norwalk,6,,36,48456,44857,39.46225571592796,10.180099629582323,39.2,2.744293408566299,15.417286047993203,1958,5.549878656277941,1.0,23394.0,3,67500
608,0.0476,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1919,1.5779539448848623,1.0,19234.0,2,14700
609,0.1188,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1914,1.5779539448848623,1.0,19234.0,3,20000
610,0.124,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1954,1.5779539448848623,1.0,19234.0,3,25000
611,0.1435,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1920,1.5779539448848623,1.0,19234.0,2,10000
612,0.0941,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1923,1.5779539448848623,1.0,19234.0,3,20000
613,0.1322,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1957,1.5779539448848623,1.0,19234.0,3,65000
614,0.124,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1966,1.5779539448848623,1.0,19234.0,3,32040
615,0.0929,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1918,1.5779539448848623,1.0,19234.0,3,59000
