,LotSizeAcres,med/housing,address/locality,education ,identifier/attomId,edusqu,median_income,address/postal1,HSper,bachper,total,2per,perc_fs,summary/yearbuilt,mastper,building/rooms/bathstotal,population,building/rooms/beds,sale/amount/saleamt
616,0.146,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1962,1.5779539448848623,2.0,19234.0,4,85000
617,0.12300000000000001,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1926,1.5779539448848623,1.0,19234.0,3,23000
618,0.1598,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1957,1.5779539448848623,2.0,19234.0,3,82500
619,0.0744,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1928,1.5779539448848623,1.0,19234.0,2,34900
620,0.2167,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1959,1.5779539448848623,1.0,19234.0,3,56000
621,0.1165,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1950,1.5779539448848623,1.0,19234.0,2,44900
622,0.155,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,2000,1.5779539448848623,2.0,19234.0,3,40000
623,0.0882,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1919,1.5779539448848623,1.0,19234.0,3,180000
624,0.1157,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1927,1.5779539448848623,1.0,19234.0,2,32000
625,0.0525,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1926,1.5779539448848623,1.0,19234.0,3,9000
626,0.0823,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1919,1.5779539448848623,1.0,19234.0,3,15000
627,0.799,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1953,1.5779539448848623,3.0,19234.0,3,180000
628,0.1756,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1929,1.5779539448848623,1.0,19234.0,3,59000
629,0.1388,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1957,1.5779539448848623,2.0,19234.0,3,94800
630,0.2176,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1952,1.5779539448848623,1.0,19234.0,3,78500
631,0.124,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1931,1.5779539448848623,1.0,19234.0,3,22200
632,0.141,62300,Akron,4,,16,34481,44314,39.23744809362024,6.644016610041525,38.3,18.867630238119997,25.014798153190483,1909,1.5779539448848623,1.0,19234.0,3,37580
633,0.2583,130500,Orrville,8,,64,53148,44667,37.14075165806927,13.559322033898304,38.7,1.6751743475447551,10.422018348623853,1955,8.221918096641751,2.0,13909.0,3,147000
634,0.2893,130500,Orrville,8,,64,53148,44667,37.14075165806927,13.559322033898304,38.7,1.6751743475447551,10.422018348623853,1984,8.221918096641751,3.0,13909.0,4,133000
635,0.109,130500,Orrville,8,,64,53148,44667,37.14075165806927,13.559322033898304,38.7,1.6751743475447551,10.422018348623853,1952,8.221918096641751,2.0,13909.0,2,120000
636,0.259,130500,Orrville,8,,64,53148,44667,37.14075165806927,13.559322033898304,38.7,1.6751743475447551,10.422018348623853,1992,8.221918096641751,1.0,13909.0,3,115000
637,0.0574,130500,Orrville,8,,64,53148,44667,37.14075165806927,13.559322033898304,38.7,1.6751743475447551,10.422018348623853,1930,8.221918096641751,1.0,13909.0,3,63300
638,0.13,130500,Orrville,8,,64,53148,44667,37.14075165806927,13.559322033898304,38.7,1.6751743475447551,10.422018348623853,1945,8.221918096641751,1.0,13909.0,4,100000
639,0.45899999999999996,130500,Orrville,8,,64,53148,44667,37.14075165806927,13.559322033898304,38.7,1.6751743475447551,10.422018348623853,1977,8.221918096641751,3.0,13909.0,4,120000
640,0.2755,155600,New Franklin,9,,81,72077,44216,36.21464829586657,15.997099347353155,46.1,0.8095888970665546,6.87066974595843,1962,6.091370558375635,1.0,9511.0,3,66000
641,0.34,155600,Clinton,9,,81,72077,44216,36.21464829586657,15.997099347353155,46.1,0.8095888970665546,6.87066974595843,1950,6.091370558375635,1.0,9511.0,3,150000
642,0.2462,155600,New Franklin,9,,81,72077,44216,36.21464829586657,15.997099347353155,46.1,0.8095888970665546,6.87066974595843,1948,6.091370558375635,1.0,9511.0,2,150000
644,0.9187,155600,Clinton,9,,81,72077,44216,36.21464829586657,15.997099347353155,46.1,0.8095888970665546,6.87066974595843,1977,6.091370558375635,3.0,9511.0,3,182000
645,0.5556,155600,Clinton,9,,81,72077,44216,36.21464829586657,15.997099347353155,46.1,0.8095888970665546,6.87066974595843,1974,6.091370558375635,2.0,9511.0,4,200000
646,0.2755,155600,New Franklin,9,,81,72077,44216,36.21464829586657,15.997099347353155,46.1,0.8095888970665546,6.87066974595843,1965,6.091370558375635,1.0,9511.0,3,75000
649,0.1915,104100,Windham,7,,49,42422,44288,45.39826661163847,8.666941807676434,38.4,2.6182206786000535,23.86039886039886,1977,3.0127940569541893,1.0,3743.0,3,68900
650,0.2066,104100,Windham,7,,49,42422,44288,45.39826661163847,8.666941807676434,38.4,2.6182206786000535,23.86039886039886,2001,3.0127940569541893,2.0,3743.0,3,70000
658,0.1756,86400,Akron,4,,16,28961,44302,27.533460803059274,19.120458891013385,35.7,39.85274683783274,30.954258675078865,1909,6.0639169625785305,2.0,5297.0,4,110000
659,0.1359,86400,Akron,4,,16,28961,44302,27.533460803059274,19.120458891013385,35.7,39.85274683783274,30.954258675078865,1916,6.0639169625785305,1.0,5297.0,3,17000
660,0.1377,86400,Akron,4,,16,28961,44302,27.533460803059274,19.120458891013385,35.7,39.85274683783274,30.954258675078865,1914,6.0639169625785305,1.0,5297.0,3,65000
661,0.1842,86400,Akron,4,,16,28961,44302,27.533460803059274,19.120458891013385,35.7,39.85274683783274,30.954258675078865,1993,6.0639169625785305,2.0,5297.0,3,80000
662,0.1607,86400,Akron,4,,16,28961,44302,27.533460803059274,19.120458891013385,35.7,39.85274683783274,30.954258675078865,1915,6.0639169625785305,2.0,5297.0,4,82000
663,0.1388,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1913,3.1102825745682887,2.0,15509.0,3,70000
664,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1925,3.1102825745682887,1.0,15509.0,3,20000
665,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1929,3.1102825745682887,1.0,15509.0,3,42000
666,0.1074,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1929,3.1102825745682887,1.0,15509.0,3,49900
667,0.1157,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1920,3.1102825745682887,1.0,15509.0,3,57800
668,0.1578,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1917,3.1102825745682887,1.0,15509.0,3,70000
669,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1939,3.1102825745682887,1.0,15509.0,3,63000
670,0.1157,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1922,3.1102825745682887,1.0,15509.0,3,68900
671,0.142,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1910,3.1102825745682887,1.0,15509.0,2,44560
672,0.1033,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1928,3.1102825745682887,1.0,15509.0,2,52000
673,0.1205,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1928,3.1102825745682887,1.0,15509.0,3,95900
674,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1928,3.1102825745682887,1.0,15509.0,3,120000
675,0.1446,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1950,3.1102825745682887,1.0,15509.0,2,70000
676,0.1764,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1949,3.1102825745682887,2.0,15509.0,3,119525
677,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1928,3.1102825745682887,1.0,15509.0,3,128800
678,0.1741,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1937,3.1102825745682887,3.0,15509.0,4,66000
679,0.2468,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1955,3.1102825745682887,1.0,15509.0,3,100000
680,0.1237,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1920,3.1102825745682887,2.0,15509.0,2,51900
681,0.124,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1918,3.1102825745682887,1.0,15509.0,3,48000
682,0.0955,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1958,3.1102825745682887,2.0,15509.0,2,77000
683,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1931,3.1102825745682887,2.0,15509.0,3,105500
684,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1919,3.1102825745682887,1.0,15509.0,4,68000
685,0.1166,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1939,3.1102825745682887,2.0,15509.0,3,95900
686,0.1102,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1918,3.1102825745682887,1.0,15509.0,3,30000
687,0.1212,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1929,3.1102825745682887,1.0,15509.0,3,60000
688,0.1148,77600,Akron,4,,16,40316,44301,31.809262166405023,14.697802197802199,34.7,25.77858017925076,25.367008681925807,1919,3.1102825745682887,1.0,15509.0,3,9500
689,0.1935,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,1955,9.4859241126071,1.0,17732.0,4,103000
690,0.1423,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,1948,9.4859241126071,1.0,17732.0,3,125000
691,0.1515,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,1940,9.4859241126071,1.0,17732.0,3,132000
692,0.1942,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,1958,9.4859241126071,2.0,17732.0,3,96000
694,0.149,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,1950,9.4859241126071,1.0,17732.0,3,67000
695,0.5124,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,1964,9.4859241126071,3.0,17732.0,4,185000
696,0.4821,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,1988,9.4859241126071,5.0,17732.0,3,290000
697,0.1295,146300,Cuyahoga Falls,8,,64,59809,44223,27.06548347613219,25.313647490820074,45.2,2.3855177080983534,8.629441624365482,2017,9.4859241126071,3.0,17732.0,4,281610
698,0.4591,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,1960,13.351044668587896,2.0,39381.0,4,154900
701,0.287,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,2014,13.351044668587896,4.0,39381.0,4,260500
704,0.2208,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,1960,13.351044668587896,2.0,39381.0,3,50000
705,0.4959,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,1957,13.351044668587896,2.0,39381.0,4,14000
707,0.1469,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,1980,13.351044668587896,2.0,39381.0,3,169900
708,0.45799999999999996,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,1983,13.351044668587896,3.0,39381.0,3,290000
709,0.34,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,2014,13.351044668587896,4.0,39381.0,4,373000
710,0.2523,149000,Kent,8,,64,45181,44240,23.34293948126801,20.172910662824208,28.7,6.652954470429903,13.42973907576234,1973,13.351044668587896,2.0,39381.0,3,146500
712,0.2497,173400,Seville,7,,49,65430,44273,39.25604229607251,15.37009063444109,48.2,0.6539509536784741,5.181529784984138,1980,3.8897280966767376,2.0,7340.0,2,140000
723,0.5,161700,Dalton,9,,81,59318,44618,35.740159381791834,13.06447717942526,36.5,0.34906662619517376,6.25,1948,6.375271673508815,2.0,6589.0,4,108100
727,0.2045,107400,New London,6,,36,41453,44851,38.43224373214852,8.187876864487464,36.9,1.2905911740216487,16.328708644610458,1953,2.2532529355760076,2.0,4804.0,2,34500
728,0.5564,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1999,9.846104691410618,4.0,27887.0,4,312000
729,0.5036,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,2016,9.846104691410618,3.0,27887.0,4,340000
731,0.5568,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1989,9.846104691410618,3.0,27887.0,3,350000
732,0.462,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,2007,9.846104691410618,5.0,27887.0,4,360000
733,0.4729,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1979,9.846104691410618,2.0,27887.0,3,268000
734,0.3409,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1983,9.846104691410618,2.0,27887.0,4,184000
735,0.5188,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1975,9.846104691410618,2.0,27887.0,3,195000
736,0.7521,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1967,9.846104691410618,2.0,27887.0,3,173000
737,0.5368,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1988,9.846104691410618,3.0,27887.0,4,285000
738,0.3214,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,2004,9.846104691410618,3.0,27887.0,3,239900
739,0.3005,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,2000,9.846104691410618,4.0,27887.0,4,293500
740,0.47,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1982,9.846104691410618,2.0,27887.0,3,169900
741,0.3489,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1996,9.846104691410618,4.0,27887.0,4,205000
742,0.6942,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1976,9.846104691410618,3.0,27887.0,3,154500
743,0.2978,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,2002,9.846104691410618,2.0,27887.0,3,235000
744,0.8316,173000,Uniontown,10,,100,78226,44685,27.50412695031684,23.95228712924011,42.0,1.283752286011403,5.555555555555555,1993,9.846104691410618,3.0,27887.0,4,215000
745,0.1212,83400,Akron,4,,16,19524,44304,27.806788511749346,18.603133159268932,21.0,26.31089624395686,25.469728601252612,1912,11.74934725848564,1.0,5378.0,4,55100
746,0.1047,83400,Akron,4,,16,19524,44304,27.806788511749346,18.603133159268932,21.0,26.31089624395686,25.469728601252612,1909,11.74934725848564,1.0,5378.0,3,53500
747,0.076,83400,Akron,4,,16,19524,44304,27.806788511749346,18.603133159268932,21.0,26.31089624395686,25.469728601252612,1911,11.74934725848564,1.0,5378.0,4,220000
748,0.955,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1993,7.871162556618017,3.0,44280.0,3,202000
749,0.3099,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1951,7.871162556618017,2.0,44280.0,3,127500
750,0.462,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1953,7.871162556618017,2.0,44280.0,3,189000
751,0.4307,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1957,7.871162556618017,1.0,44280.0,2,162900
753,0.3444,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1952,7.871162556618017,2.0,44280.0,3,130000
755,0.1377,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1952,7.871162556618017,2.0,44280.0,2,97000
756,0.1334,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1992,7.871162556618017,3.0,44280.0,3,141000
757,0.2227,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,2004,7.871162556618017,2.0,44280.0,2,182000
759,0.46,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1950,7.871162556618017,4.0,44280.0,6,47500
760,0.1085,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1928,7.871162556618017,1.0,44280.0,3,66000
761,0.3444,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1969,7.871162556618017,3.0,44280.0,4,130000
764,0.28,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1909,7.871162556618017,1.0,44280.0,4,184400
766,0.225,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1949,7.871162556618017,2.0,44280.0,3,70000
768,0.3372,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1950,7.871162556618017,2.0,44280.0,2,126900
774,0.376,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1951,7.871162556618017,2.0,44280.0,4,177000
775,0.6129,142400,Wooster,8,,64,50642,44691,34.15534306324442,15.363194094950511,40.8,2.4661246612466123,14.756847400782561,1865,7.871162556618017,2.0,44280.0,3,205000
778,0.3673,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,1993,13.78689704823614,3.0,20507.0,4,26000
779,0.4706,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,2001,13.78689704823614,3.0,20507.0,4,309900
780,0.2927,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,1968,13.78689704823614,2.0,20507.0,3,205000
781,0.2612,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,1984,13.78689704823614,2.0,20507.0,3,233500
782,0.3068,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,1996,13.78689704823614,3.0,20507.0,4,30000
783,0.5152,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,1995,13.78689704823614,3.0,20507.0,3,27000
784,0.4319,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,2007,13.78689704823614,4.0,20507.0,4,320000
785,0.4726,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,2017,13.78689704823614,4.0,20507.0,5,514810
786,0.0812,206100,Twinsburg,10,,100,72602,44087,23.8300935925126,27.68178545716343,42.1,17.19900521773053,8.20204449789537,1996,13.78689704823614,3.0,20507.0,2,240000
789,0.92,142100,Garrettsville,7,,49,52321,44231,41.111457036114565,11.939601494396015,45.5,0.13464991023339318,8.783969256107603,1954,4.794520547945205,1.0,8912.0,2,148000
790,0.978,142100,Garrettsville,7,,49,52321,44231,41.111457036114565,11.939601494396015,45.5,0.13464991023339318,8.783969256107603,2003,4.794520547945205,3.0,8912.0,3,228000
792,0.344,140600,Lodi,7,,49,46309,44254,41.50836404876665,8.335696058973632,46.6,1.3704233994681938,19.062027231467475,1960,5.443719875248086,1.0,4889.0,3,149000
793,0.3375,140600,Lodi,7,,49,46309,44254,41.50836404876665,8.335696058973632,46.6,1.3704233994681938,19.062027231467475,1943,5.443719875248086,2.0,4889.0,3,182500
794,0.1148,140600,Lodi,7,,49,46309,44254,41.50836404876665,8.335696058973632,46.6,1.3704233994681938,19.062027231467475,1908,5.443719875248086,1.0,4889.0,3,15000
795,0.9152,223600,Canton,10,,100,71613,44718,21.83204343305995,27.503754187362826,46.4,4.496387590310242,7.547915431732859,1957,10.153632898232644,2.0,11765.0,3,30000
797,0.3375,223600,Canton,10,,100,71613,44718,21.83204343305995,27.503754187362826,46.4,4.496387590310242,7.547915431732859,1989,10.153632898232644,3.0,11765.0,4,292000
801,0.5014,223600,Canton,10,,100,71613,44718,21.83204343305995,27.503754187362826,46.4,4.496387590310242,7.547915431732859,1938,10.153632898232644,2.0,11765.0,2,140000
804,0.3357,223600,Canton,10,,100,71613,44718,21.83204343305995,27.503754187362826,46.4,4.496387590310242,7.547915431732859,1941,10.153632898232644,1.0,11765.0,3,120000
808,0.4824,167100,Hartville,9,,81,60000,44632,34.49150014912019,19.49000894721145,45.0,0.5833686890114552,7.381615598885793,2016,6.456904264837458,3.0,9428.0,4,330000
810,0.3,159000,Wellington,6,,36,62591,44090,37.624117717430316,10.958248594329465,44.9,0.417910447761194,6.115810019518542,1998,5.084340232085178,2.0,11725.0,3,166800
811,0.37,159000,Wellington,6,,36,62591,44090,37.624117717430316,10.958248594329465,44.9,0.417910447761194,6.115810019518542,1900,5.084340232085178,2.0,11725.0,4,127000
815,0.2562,142800,Mantua,6,,36,52613,44255,42.56710254645561,9.927735719201653,44.4,0.6123919308357348,9.35897435897436,1978,3.3723331039229176,2.0,8328.0,3,229900
819,0.396,154300,Marshallville,9,,81,65568,44645,39.9872040946897,16.122840690978887,46.0,0.745920745920746,7.337278106508875,1985,2.815099168266155,1.0,2145.0,3,130500
827,0.532,166700,Atwater,6,,36,63493,44201,37.549161664251706,14.69675015524736,43.7,0.3303648376903189,8.981804103755325,1955,5.588904988615194,1.0,6962.0,3,33000
828,0.44,125600,Middleburg Heights,7,,49,53059,44130,28.070415220184238,18.494929338763907,43.6,5.0432538162166525,10.896940491885257,1973,7.530820326381106,3.0,49591.0,4,239800
831,0.1722,135200,Sterling,10,,100,73182,44276,44.29260450160772,8.360128617363344,38.7,1.1434511434511436,5.120481927710843,1914,3.938906752411576,2.0,1924.0,4,105000
832,0.15,192400,Columbia Station,8,,64,76352,44028,31.002475247524753,11.865717821782178,45.6,0.03320788133717069,9.171237050578915,2013,6.528465346534654,3.0,9034.0,4,245000
833,0.13,192400,Columbia Station,8,,64,76352,44028,31.002475247524753,11.865717821782178,45.6,0.03320788133717069,9.171237050578915,1944,6.528465346534654,2.0,9034.0,3,8000
